# 2021/11/14 - 18:40 | PDB: 45.21 | UniProt: 2021.04
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
1tns	A	P07636	8072659	8072658
4ua1	A	Q799U3	8093207	8048698
2l21	A	F1NVD2	8076879	8076878
1jm7	A	P38398	8037158	8024779
2cs3	A	Q9H1B7	8039240	8026861
1vyx	A	P90495	8043183	8030804
2iyk	B	Q92900	8053235	8044819
6kcz	A	Q9Y2K6	8100740	8100739
7c96	B	A0A445HLW5	8102607	8102606
7vgq	B	Q6IUF9	8105485	8105484
2ebu	A	P35251	8079329	8079328
4id3	A	P12689	8092277	8045829
3ueo	A	Q92547	8092286	8080041
3ueo	A	Q92547	8092287	8092285
2cou	A	Q07139	8099112	8099111
1g6z	A	O60016	8032629	8020249
3h43	A	Q58576	8091039	8091038
5llj	A	P35956	8072259	8072258
1ji6	A	Q06117	8034415	8022035
1lrw	A	P12293	8036247	8023867
2d0v	A	Q4AE26	8076946	8076945
6zcv	A	Q88JH0	8100080	8100079
3ron	B	P0A382	8084334	8084333
1zat	A	Q3Y185	8035521	8023141
2ji7	A	P40149	8034661	8022281
1ytl	A	O30273	8034867	8022487
1s5p	A	P75960	8041390	8029011
2x7j	C	P23970	8092248	8045813
1xd6	A	Q1M0Y9	8079825	8079824
3a0d	A	Q8L568	8079827	8079826
1f35	A	Q64288	8032913	8020533
1oni	A	P52758	8034134	8021754
1j7h	A	P44839	8042635	8030256
5yu2	C	A0A0H3JTJ5	8059821	8059820
5v4f	A	A0A380PLV4	8059855	8059854
3d01	A	A9CJ63	8059859	8059858
6tcc	A	A0A1S3KNQ3	8096542	8096541
1lvf	A	Q63635	8041470	8029091
1h71	P	O69771	8042426	8030047
1uw6	A	P58154	8035210	8022830
1c76	A	P68802	8034545	8022165
1c4p	C	Q53284	8034552	8022172
1xbi	A	P54066	8033665	8021285
2lbw	A	P32495	8063960	8063959
6tmf	b	A0A218P167	8094373	8094372
5kzk	A	Q92SJ4	8095897	8081910
4v5o	AU	Q22W26	8099234	8099233
2cqe	A	Q9UPT8	8039206	8026827
3zj2	A	P32505	8051786	8050279
4cs9	C	Q8QN58	8052494	8052493
6pmg	X	Q9XUB2	8095161	8095160
1ydx	A	Q49434	8034312	8021932
2ih2	A	P14385	8034513	8022133
2g9h	D	Q52T95	8032897	8020517
2mj8	A	Q8N8U2	8062263	8062262
4quf	C	Q7JXA8	8063007	8063006
2m2l	A	C4M3X7	8066169	8066168
3h91	A	Q14781	8066171	8066170
2k3y	A	Q12432	8089214	8089213
4xqj	D	Q5HEG2	8092314	8045871
4cbv	B	Q79CK7	8092319	8045872
1w91	A	Q9ZFM2	8032981	8020601
1uas	A	Q9FXT4	8034880	8022500
1hl9	B	Q9WYE2	8035876	8023496
1gvi	A	O69007	8039102	8026723
1lwh	A	P80099	8041485	8029106
2aaa	A	P56271	8042904	8030525
5e98	B	Q9Y251	8051986	8051985
5f0e	A	Q8BHN3	8090459	8090458
3m46	A	A5ZY13	8090466	8090465
4psr	B	J9UN47	8092882	8092881
5m99	A	A0A059TXD8	8100962	8100961
2wcs	A	B2IUW9	8100972	8100971
3wy1	A	H3K096	8100990	8100989
4h8v	A	M1E1F6	8100998	8100997
6sav	A	M9TI89	8101000	8100999
2z1k	B	Q5SI17	8101026	8101025
6aav	A	Q76LB0	8101032	8101031
3bqw	A	A0A0H2V6Q4	8054150	8045033
4pt2	A	Q1D6H4	8054153	8045958
5u4h	A	A0A0R0VXX6	8074714	8074713
6cn1	A	Q88P88	8074718	8074717
2rl1	A	P45025	8074858	8074857
3db5	B	Q9UKN5	8088215	8088214
2n1i	A	Q9HAZ2	8088219	8088218
6xau	A	P14404	8103374	8103373
3db9	A	Q8U919	8087040	8087039
2p6r	A	2P6R_A	8004406	8003048
2duy	A	Q5SGW3	8033810	8021430
1dgs	A	Q9ZHI0	8037716	8025337
1szp	A	P25454	8056637	8056636
1b22	A	Q06609	8056645	8018168
2km4	A	Q05543	8053995	8046498
3pmg	A	P00949	8033060	8020680
2byc	A	2BYC_A	8038887	8026508
1urr	A	Q9VF36	8040973	8028594
1w2i	A	P84142	8041625	8029246
1ulr	A	Q5SKS6	8042873	8030494
2kb2	A	A6T8V8	8087187	8087186
1k7j	A	P0AFR4	8040067	8027688
1snn	A	Q60364	8089685	8089684
4g9i	A	Q5JII4	8092452	8092451
1uns	A	P34071	8041932	8029553
2jov	A	Q8XPF0	8034715	8022335
1nhc	A	P26213	8036841	8024462
2inv	A	Q3SAG3	8095987	8095986
7o78	A	F0S763	8103921	8103920
1nc7	A	Q9X0F9	8033237	8020857
1gwy	A	P07845	8044473	8032095
4tsy	A	B9W5G6	8073477	8073476
1kyf	A	P17427	8040757	8028378
4krf	A	Q9UL18	8053607	8053604
1o1x	A	Q9X0G9	8033827	8021447
2vvp	A	P9WKD7	8037818	8025439
2ppw	B	A0A0H2UNJ8	8053336	8047533
1j8b	A	P44711	8042633	8030254
6r6p	l	G1SYU7	8095595	8095594
3j7q	l	A0A4X1VIM4	8096890	8096889
5t5h	q	Q4DVC6	8099476	8099475
1x5q	A	Q14160	8033617	8021237
1y7n	A	Q02410	8034157	8021777
2hga	A	O27421	8034208	8021828
2cs5	A	P29074	8039244	8026865
2f0a	A	P51142	8040385	8028006
1v5q	A	Q925T6	8041173	8028794
1vb7	A	Q8R1G6	8041244	8028865
1pdr	A	Q12959	8041733	8029354
1uhp	A	Q9UPQ7	8041798	8029419
1um1	A	Q96JH8	8041891	8029512
1wf7	A	Q8CI51	8043484	8031106
1wjl	A	Q9JKS4	8043604	8031226
4q2o	A	P50479	8062304	8062303
2z17	A	O60759	8062310	8062309
6gbd	A	Q64512	8084832	8084831
2iwo	A	O75970	8084868	8084867
2opg	A	O75970	8092490	8045961
4fke	A	P15145	8054070	8054067
1zq1	A	Q9V0T9	8036129	8023749
3brd	A	V6CLJ5	8039448	8027069
1uoy	A	P83799	8041943	8029564
1cli	A	P08178	8036032	8023652
2hs3	A	Q9X0X3	8042410	8030031
1h1j	S	P40040	8039383	8027004
1rxt	A	P30419	8032315	8019935
1s7n	A	Q8ZPC0	8032359	8019979
1nsl	A	P96579	8033580	8021200
1y7r	A	A0A0H3JSZ8	8034176	8021796
1y9k	A	Q81FK8	8034233	8021853
1yk3	A	P9WK15	8034643	8022263
2p6v	A	O00268	8035436	8023056
4r3f	A	G0RY38	8065089	8065088
7aih	BI	Q4Q1A6	8103168	8103167
7rfd	A	J7QN08	8105405	8105404
5xnl	q	Q7Y1T5	8100022	8100021
1nj1	A	1NJ1_A	8033351	8020971
1xjq	B	O43252	8018692	8018691
1rqg	A	Q9V011	8038902	8026523
3cov	A	P9WIL5	8040229	8027850
1k4m	A	P0A752	8042710	8030331
1u0b	B	P21888	8042745	8030366
1coz	A	P27623	8044207	8031829
3oqh	A	Q65EX3	8051807	8046028
3zxs	A	Q3IXP1	8051810	8045623
1g8f	A	P08536	8058315	8058313
6byq	A	B5Z7D7	8060038	8060037
3k9w	A	Q3JW91	8064663	8064662
6j3m	A	A0A059ZFC5	8064671	8064670
3prh	A	P21656	8070077	8070076
6dfu	A	P43835	8070083	8070082
3mxt	A	Q9PIK2	8079948	8079947
2cya	A	Q9YA64	8082045	8082044
2cyc	A	O58739	8082049	8082048
3i05	B	Q580R7	8099558	8099557
4r0n	I	A0A7U4DCE7	8103288	8103287
3e59	B	Q9I1L5	8103553	8046880
6zu3	A	A0A090KS30	8104387	8104386
1rwi	A	P9WI79	8041045	8028666
6xg7	A	B7YZK8	8101894	8101893
5xte	B	P47985	8077332	8077331
1fui	A	P69922	8033095	8020715
2ood	A	Q89NG0	8035173	8022793
2paj	A	2PAJ_A	8035496	8023116
2q09	A	A0KF84	8036181	8023801
3be7	A	3BE7_A	8039085	8026706
2ftw	A	Q55DL0	8041314	8028935
4ayt	A	Q9NRK6	8057830	8018400
6qp9	A	Q24322	8099246	8099245
1mvf	D	P0AE72	8032898	8020518
2bx9	A	O31466	8055691	8051690
1yvo	A	Q9HUU7	8034948	8022568
1qst	A	Q27198	8036013	8023633
1fy7	A	Q08649	8036035	8023655
2fck	A	A0A0H3AIE8	8040762	8028383
2g3t	A	P21673	8041645	8029266
2ge3	A	A9CI25	8041815	8029436
1iyk	A	P30418	8042606	8030227
1lrz	A	P0A0A5	8043094	8030715
4e2a	A	Q8DT67	8078451	8078450
2pr8	A	Q8GLI5	8082037	8082036
6erd	A	Q81D84	8088757	8088756
7cs1	A	P94968	8103398	8103397
1mby	A	Q64702	8043452	8031074
2b8a	A	Q8VHK7	8037715	8025336
1oz2	A	Q9Y468	8037963	8025584
1khc	A	O88509	8038231	8025852
2l89	A	O59676	8068186	8068185
4iup	A	Q9XI47	8092757	8046045
7o3c	h	P56391	8105445	8105444
4tqo	I	Q60AR3	8077627	8077626
2d0v	B	Q4AE23	8077629	8077628
3v7b	A	Q6NEK4	8034429	8022049
6kac	p	P11471	8095153	8095152
1gm5	A	Q9WY48	8035977	8023597
1tif	A	P03000	8034611	8022231
2ekm	A	Q970U0	8086116	8086115
4v8m	A3	Q38CL9	8053164	8048562
3jbp	H	Q8IDR9	8053165	8048563
2dsp	B	P22692	8032824	8020444
1n8y	C	P06494	8043686	8031308
4ufr	B	Q8BFU0	8052292	8044724
3bt4	A	B0JFB8	8052298	8047323
2oed	A	Q54181	8099532	8099531
2g3p	A	P03661	8041744	8029365
2x9b	A	O80297	8098228	8098227
1lr7	A	P21674	8032570	8020190
1ijq	A	P01130	8034030	8021650
1klo	A	P02468	8038351	8025972
1cej	A	P04933	8038359	8025980
1nhl	A	O00161	8033330	8020950
1gl2	C	O88384	8035946	8023566
3b5n	A	P31109	8038825	8026446
3b5n	B	P32867	8038826	8026447
1urq	A	Q9WU70	8040968	8028589
1xtg	B	P60880	8044158	8031780
3rk3	E	O14810	8082799	8082798
2ky8	A	Q5EFL0	8081857	8081856
1q8d	A	Q62997	8038507	8026128
1n5u	A	P02768	8033045	8020665
1n5u	A	P02768	8033047	8020667
1pd0	A	P40482	8038531	8026152
4w8z	A	Q8U1S5	8052156	8044857
4w8w	A	Q8U1S9	8052168	8044862
4al7	A	Q02MM2	8052171	8045236
3pkm	A	Q8U1S4	8052186	8049678
4ilm	J	Q97WV8	8052198	8051425
6ifk	G	A0A2U2M035	8085901	8085900
1vib	A	P01525	8038140	8025761
1qkl	A	P61218	8035942	8023562
7ega	t	A0A4X1VEK9	8103072	8103071
1sux	A	P52270	8039708	8027329
2btm	A	P00943	8043217	8030838
2i9e	A	Q8MPF2	8061648	8061647
3th6	A	A8B3A8	8061654	8061653
3w1o	B	Q9JXC6	8092963	8046142
2p84	A	Q4ZC86	8035455	8023075
3tyy	A	P20700	8070584	8070583
1qme	A	P14677	8034369	8021989
2gjx	A	P06865	8032901	8020521
1gqi	A	B3PC73	8042248	8029869
2f4l	A	Q9WXX3	8040565	8028186
1oa8	A	P54253	8037366	8024987
2avu	E	P0ABY7	8032670	8020290
1mmc	A	P27275	8038093	8025714
1imv	A	P36955	8034113	8021733
1att	A	P41361	8037310	8024931
1sek	A	Q25526	8037330	8024951
2dut	A	O73790	8070147	8070146
5inw	B	C0MNC6	8070189	8070188
7ahp	A	A0A0K8RCY5	8102585	8102584
3m7v	A	Q8DTU0	8042544	8030164
3zlb	A	Q04LZ5	8069309	8069308
6y3a	A	A5K6T9	8094411	8094410
1f2f	A	P00523	8035625	8023245
1aya	A	P35235	8035629	8023249
1a81	A	P43405	8035677	8023297
2pld	A	P08487	8035692	8023312
5fmw	F	P02748	8052125	8052124
5wb8	B	Q6UW88	8062539	8062538
3ltg	D	Q01083	8070303	8070302
3ho5	B	Q96QV1	8090934	8090932
1otg	A	Q05354	8036054	8023674
3rf4	A	A4GRE3	8077521	8077520
2wkf	B	Q8I5C5	8077533	8077532
2nww	A	O59010	8043308	8030929
6qp9	A	Q24322	8101122	8101121
6wts	A	Q9H2E6	8101126	8101125
3l0o	A	P38527	8018237	8018236
4rhe	B	Q489U8	8083001	8083000
2wb0	X	P03265	8037670	8025291
1kg1	A	Q02039	8036213	8023833
2vxf	A	Q7SXR4	8037833	8025454
1b34	A	P62314	8041748	8029369
1hk9	A	P0A6X3	8044520	8032142
3pgw	I	P62306	8063452	8063451
3swn	B	Q9UUI1	8063460	8063459
5wsg	F	P40018	8077613	8077612
2vxe	A	Q9VTZ0	8086792	8086791
6gwk	P	Q9A7H8	8095203	8095202
4f7u	A	P62315	8098846	8098845
1r5s	A	P08050	8042191	8029812
2ou3	A	2OU3_A	8035168	8022788
1nyr	A	Q8NW68	8037102	8024723
1gpu	A	P23254	8036147	8023767
1riy	A	P36206	8042251	8029872
4qjn	A	Q99U17	8072002	8072001
4qpo	A	P10026	8073273	8073272
2lrx	A	P0ACG1	8075914	8075913
2i9u	A	Q97MB6	8034439	8022059
2imr	A	Q9RW45	8034554	8022174
1yix	A	P0AFQ7	8034583	8022203
1yny	B	Q5DLU2	8034787	8022407
1e9y	B	P69996	8035584	8023204
2q09	A	A0KF84	8036182	8023802
2uz9	A	Q9Y2T3	8037034	8024655
2hbv	A	Q83V25	8042231	8029852
6cty	A	Q8ZFU4	8072345	8072344
4lfy	A	B4EEU0	8072349	8072348
6b2f	G	A0A060GYS1	8074526	8074525
2eo3	A	P46109	8067976	8067975
4gl9	E	O35718	8069281	8069280
1nrz	A	P37081	8033574	8021194
3lfj	B	Q8RD54	8079274	8079273
1mm5	A	P37001	8043678	8031300
2erv	A	Q9HVD1	8053168	8044814
5xnl	o	P14226	8098512	8098511
1ywx	A	P61193	8035000	8022620
2v94	A	Q9UY20	8037389	8025010
5myj	BW	A2RNQ3	8077089	8077088
6dnc	X	B7MCT3	8077099	8077098
5it7	NN	Q6CJL7	8082479	8082478
3jcs	M	E9BMB4	8082483	8082482
4v8m	BQ	Q38CY7	8082491	8082490
5t7v	L6	W8TUB4	8086048	8086047
6wd0	t	D6I208	8093512	8093511
6v3d	S	B7IA37	8095101	8095100
6spf	T	E2RXT1	8095263	8095262
6wd8	t	B7L4K1	8097306	8097305
3j7o	X	F2Z522	8097756	8097755
6qzp	LN	P61313	8098812	8098811
7jil	T	A0A1J7BX85	8101932	8101931
6wu9	U	Q839G2	8103472	8103471
4v9g	A4	Q3J1A3	8076353	8076352
7oy8	8	Q2RQ24	8104315	8104314
1i4y	A	P02244	8018745	8018744
3agt	A	Q726F3	8070511	8070510
2rjz	B	Q51353	8092074	8045779
6j9c	D	Q1PFR7	8099220	8099219
7et6	D	Q9C6M5	8104353	8104352
1fur	A	P05042	8038814	8026435
6n1m	A	Q5ZRE5	8072357	8072356
3gtd	A	Q9ZCQ4	8072361	8072360
3ocf	C	Q2YLW1	8072375	8072374
4bab	C	Q68G84	8076839	8076838
5hw2	C	Q5NIQ1	8089478	8089477
2axt	M	Q8DHA7	8032762	8020382
1h5y	A	Q8ZY16	8036297	8023918
2aqw	A	Q7RPE4	8037284	8024905
2fds	B	2FDS_B	8040808	8028429
2ffc	A	2FFC_A	8040853	8028474
1pii	A	P00909	8043256	8030877
4dbe	B	D0KT28	8063380	8063379
3ru6	A	Q9PIC1	8063382	8063381
3tha	A	Q9PIF1	8070027	8070026
5ac7	A	P10372	8077809	8077808
3f4c	A	D0VX06	8074562	8074561
3rhg	A	B4EXV8	8074564	8074563
2y1h	A	Q17R31	8076257	8076256
2xio	A	Q6P1N9	8076261	8076260
2wm1	A	Q8TDX5	8086504	8086503
1ile	A	P56690	8037144	8024765
1f7s	A	Q39250	8036083	8023703
2xfa	A	Q3YPH0	8078895	8078894
1nhx	A	P35558	8055993	8018040
1j3b	B	Q5SLL5	8055996	8055994
1lnl	A	P83040	8032527	8020147
5ej8	A	P17109	8092257	8092256
3lq1	A	Q71YZ2	8092262	8092261
2jgd	A	P0AFG3	8093315	8093313
2yic	A	A0R2B1	8093319	8093317
1mw8	X	P06612	8036554	8024175
4v8m	A5	Q57YL6	8053073	8048718
3j7p	SI	F2Z5F5	8053082	8048709
4v6u	AJ	Q8U1Y5	8053085	8048705
3j79	M	Q8IE09	8072060	8072059
5an9	E	Q54G86	8072064	8072063
6sj5	D	Q2FW16	8093892	8093891
6pj6	S	D7Y3D0	8097618	8097617
5v7q	K	P9WHD9	8099034	8099033
6fxc	AI	Q2YYK7	8099340	8099339
6ywe	I	A0A0B0E7L9	8101199	8101198
1pzk	D	Q57193	8039450	8027071
3seb	A	P01552	8041881	8029502
2wv6	D	Q8GAV5	8080123	8080122
4m1u	E	Q7DJJ2	8099974	8099973
2p7j	A	Q87SR8	8035449	8023069
4u65	D	Q5ZXA3	8053817	8045601
5xga	A	P0AEJ4	8053919	8053918
1mr7	A	P50870	8036503	8024124
1krr	A	P07464	8040599	8028220
4eqy	A	Q2SWY6	8063344	8063343
3t57	A	Q9SU91	8063354	8063353
4fiq	B	O59080	8085972	8085971
4g1g	A	P11206	8089994	8048044
3zqb	B	Q56026	8078125	8078124
1chd	A	P04042	8044324	8031946
1ivh	A	P26440	8036930	8024551
1jqi	A	P15651	8037251	8024872
1af6	A	P02943	8037890	8025511
1kmo	A	P13036	8040484	8028105
4k3c	A	Q93PM2	8052234	8048568
2w16	A	P48632	8057240	8057239
5fp2	A	Q9I527	8072641	8072640
1dbi	A	Q45670	8044330	8031952
3ti9	A	Q46547	8069717	8069716
5yl7	A	A0A290S6P3	8069723	8069722
4h6w	B	F5B6Y7	8069725	8069724
3zxx	A	Q52QI9	8069735	8069734
4akt	A	Q52QJ1	8099526	8099525
3qtl	B	Q6PNN5	8099834	8099833
1s2e	A	P10927	8041251	8028872
1f0k	A	P17443	8033110	8020730
1jix	A	P04547	8034427	8022047
2pq6	A	A6XNC5	8035985	8023605
2ex0	A	Q15KI8	8040259	8027880
6gnf	A	V5SNJ5	8074403	8074402
3ot5	A	Q8Y4B4	8079425	8079424
5hut	A	Q92410	8079962	8079961
2iy8	A	Q9CP67	8085113	8085112
4v2u	A	K9UUI6	8085115	8085114
6jbr	F	G4NHF4	8093944	8093943
5nlm	A	A0A2R2JFJ4	8094947	8094946
6jtd	A	A0A4Y5RXX8	8095749	8095748
5lqd	D	F2RH01	8097752	8097751
7bv3	A	A0A346A6C4	8102599	8102598
1vb8	A	P83937	8043053	8030674
1d00	A	Q12933	8039390	8027011
4yuu	I2	O19882	8098122	8098121
3cx5	E	P08067	8040307	8027928
1g8k	B	Q7SIF3	8041549	8029170
2qjy	L	Q02762	8052870	8052869
3azc	A	P0C8N8	8073930	8073929
2i1s	B	Q8PRU3	8034360	8021980
2axt	F	Q8DIN9	8032752	8020372
1ehi	A	Q03ZI1	8036521	8024142
1uc9	A	Q5SH23	8041710	8029331
2io9	B	P0AES0	8042818	8030439
1vr8	A	Q9X1V7	8032698	8020318
5jvo	B	D9QA55	8064288	8064287
4e1p	A	P9WIP7	8104147	8046975
2zsc	A	B9A0T7	8070812	8070811
3ew2	A	Q8KKW2	8078559	8078558
6hdv	A	A0A493R6X0	8101283	8101282
1x6z	A	P02973	8033645	8021265
3ci0	I	Q8VPC3	8040095	8027716
4d40	B	Q8EII5	8092794	8046064
1ny5	A	O67198	8104150	8024698
2a5y	B	P30429	8104155	8003073
1pun	A	P08337	8039108	8026729
1q27	A	Q9RY71	8039562	8027183
1k2e	A	Q8ZTD8	8040007	8027628
1su2	A	Q9RVK2	8041674	8029295
1vk6	A	P32664	8042152	8029773
1khz	A	Q93K97	8042765	8030386
5otn	A	Q7ZWC3	8058808	8058807
2i8t	A	Q6XQ58	8080010	8080009
2yvm	A	Q5SJY9	8080492	8080491
5qox	A	Q8IU60	8095481	8095480
1zh5	A	P05455	8003167	8003166
1wwh	A	Q8R4R6	8033336	8020956
2mst	A	Q61474	8035347	8022967
2cqi	A	Q01085	8039216	8026837
1wg5	A	P55795	8043504	8031126
5i4a	C	H2J4R4	8053683	8053677
2b3t	B	P0A7I0	8054405	8020399
2dgs	A	Q96EP5	8059423	8059422
2jrs	A	Q14498	8061923	8061922
2fc9	A	P19338	8061939	8061938
2rne	A	P52912	8061949	8061948
4qu7	B	Q12849	8061957	8061956
2kn4	A	Q01130	8064923	8064922
2ki2	A	O25501	8064935	8064934
6c8u	1	Q96DH6	8064951	8064950
2dgq	A	Q96J87	8064955	8064954
2ytc	A	Q9NW64	8064957	8064956
5d77	A	P38760	8064959	8064958
4ru2	K	Q8VH51	8065229	8065228
2p5z	X	A0A0H2VBP9	8035418	8023038
1j20	A	P59846	8032265	8019885
2d13	A	O58996	8039482	8027103
1sur	A	P17854	8044209	8031831
3dpi	B	Q3JL79	8063300	8063299
5huh	A	A0A0H3BZ89	8073607	8073606
3hmq	A	Q8ZPU5	8073609	8073608
3q4g	A	Q9KMW1	8073611	8073610
2oq2	C	P18408	8098550	8098549
1iys	A	Q47066	8035959	8023579
1dja	A	P00807	8037342	8024963
1tvf	A	Q57540	8040466	8028087
1vqq	A	Q93IC2	8043171	8030792
5e2e	A	A1JML9	8069787	8069786
3w4q	A	A0A0H3KN52	8069789	8069788
1ylw	A	Q939N4	8069813	8069812
4s2i	A	G3G192	8069821	8069820
5nj2	A	P9WKD3	8069823	8069822
5f82	A	A0EL75	8069869	8069868
5gs8	A	A0A0B6VPP7	8069879	8069878
5hfo	A	M4JTK1	8074289	8074288
4z9q	A	A0A182DW26	8074319	8074318
4x53	A	D2XKK9	8074321	8074320
4gn2	A	Q7WZC7	8076944	8076943
2v2f	F	Q9RET4	8087191	8087190
4ivi	A	K4HQE7	8088926	8088925
6wjm	A	E1QJV5	8095185	8095184
6wif	B	D6NSN2	8095755	8095754
6i30	A	A0A2Z4BUZ1	8096702	8096701
7atl	AAA	Q1I192	8101603	8101602
4oon	A	Q07806	8101869	8101868
1x9z	A	P23367	8043737	8031359
5c2m	A	A7SDD2	8085250	8085249
2dk3	A	Q9ULT8	8033772	8021392
1c4e	A	P25810	8038112	8025733
1p65	A	Q9YJI1	8038262	8025883
2gib	A	P59595	8041902	8029523
1v3e	A	Q6WJ03	8035400	8023020
1v0e	A	Q04830	8042942	8030563
1n1t	A	O44049	8043984	8031606
5f9t	A	A0A0B7LH44	8052070	8049720
4qn4	A	Q2FCL6	8071662	8071661
4qn3	A	Q20R18	8071664	8071663
3nss	A	C3W5S3	8071676	8071675
2aeq	A	Q80DL0	8071682	8071681
3t1e	A	P12554	8080107	8080106
1z4v	A	P04850	8080111	8080110
4xjq	B	G8G134	8080115	8080114
2cjk	A	Q99383	8074062	8074061
2e5j	A	Q2M296	8078182	8078181
5gvq	A	Q15427	8090834	8084946
4n0t	A	P49960	8093094	8093091
4n0t	A	P49960	8093096	8093093
1h9m	A	Q44529	8033061	8020681
3elq	A	Q8FDI4	8105304	8047683
1re3	B	P02675	8038837	8026458
2oyh	A	P02671	8043725	8031347
4p22	A	P22314	8054236	8045065
1b9r	A	P33007	8034526	8022146
1t3q	A	P72223	8039941	8027562
1rm6	C	O33818	8042287	8029908
3hui	A	Q6N2U2	8068765	8068764
2gag	A	Q3ZDQ8	8091760	8091759
2kl5	A	O32127	8105337	8047989
1vph	A	Q97VS8	8043201	8030822
2j92	A	P03306	8034646	8022266
2a31	A	P00761	8036522	8024143
2fpz	A	P20231	8041266	8028887
1lvo	A	P0C6Y5	8041473	8029094
2sga	A	P00776	8042092	8029713
1azz	A	P00771	8042141	8029762
2hlc	A	P08897	8042142	8029763
1fuj	A	P24158	8042259	8029880
1rfn	A	P00740	8042263	8029884
1cu1	A	P26663	8042288	8029909
1gvz	A	Q6H321	8042289	8029910
1te0	A	P0AEE3	8042458	8030079
1xx9	A	P03951	8044201	8031823
5jxk	B	F8WQK8	8060621	8060620
4xfq	A	K4L9I6	8076457	8076456
5nh0	B	P0C6X5	8076461	8076460
6e0u	A	D0VXY8	8094062	8094061
2b9l	A	Q9GRW0	8104056	8104055
6q1z	A	A0A5A4LHS4	8093708	8093707
6n6b	A	A0A075ETL7	8093820	8093819
4qn5	A	Q20UH7	8099230	8099229
6lxj	A	A0A024E1X5	8101882	8101881
7bwu	D	I7EFR1	8102857	8102856
2heq	A	O31898	8034198	8021818
1xi3	A	Q8U192	8041858	8029479
3o63	A	P9WG75	8080792	8080791
1nwq	A	P05554	8033659	8021279
2h7h	A	P05411	8072523	8072522
2kph	A	D0E9M1	8078423	8078422
1yar	O	Q9U8G2	8032475	8020095
3r84	G	Q99278	8051777	8044643
6u94	A	A0A0H2WCA9	8096212	8096211
4umj	A	Q9HWY4	8058997	8058996
3ts7	A	Q60AN0	8059003	8059002
4kpd	A	P14324	8073826	8073825
3kra	A	Q9SBR3	8078641	8078640
3wca	A	Q4CWB4	8080502	8080501
3rbm	B	A5K4U6	8097124	8097123
1wy0	A	O58799	8098190	8098189
4jum	B	A0FFQ6	8087904	8087903
3fku	B	Q6J8F6	8087918	8087917
4bh2	B	Q5EP31	8087920	8087919
4jug	J	Q9WFX3	8087942	8087941
1jsm	B	A5Z226	8087948	8087947
6ml8	B	Q2IBI1	8087982	8087981
4kth	D	G2U0T8	8087984	8087983
3m5h	F	B7NYS1	8087996	8087995
1ti8	B	Q701T7	8087998	8087997
4bsi	B	G0KQM4	8088002	8088001
4d00	B	P12581	8088004	8088003
4cyv	B	E0YNJ7	8088006	8088005
6d8b	B	A0A218MY65	8088018	8088017
5ibl	A	C9EL84	8088052	8088051
4fqm	B	C0LT38	8088076	8088075
4m40	D	A3DQM7	8088080	8088079
6v47	D	A2V851	8094665	8094664
1ywi	A	O75400	8034988	8022608
1jmq	A	P46937	8037164	8024785
5xmc	A	Q8C863	8091385	8091384
8ruc	I	P00870	8035809	8023429
1bxn	I	P09658	8035853	8023473
1rsc	M	P04716	8035861	8023481
5oya	M	A0A3B6UEF5	8095091	8095090
1jo0	A	P71376	8042651	8030272
1lmm	A	P60514	8036232	8023852
1fyg	A	Q9XZK2	8038133	8025754
1zvf	A	P47096	8033448	8021068
1y3t	A	P42106	8034068	8021688
1yqc	A	P63486	8034856	8022476
1sfn	A	Q9RV77	8039408	8027029
1xsq	A	P77731	8044183	8031805
3loi	A	Q6WRH7	8060275	8060274
6ndr	A	Q5ZXH5	8063622	8063621
5buv	A	A1JNA0	8063628	8063627
2eaa	B	A4PIA0	8095879	8060629
2atf	A	P60334	8098796	8098795
3bal	A	Q8GNT2	8100138	8100137
2acf	A	P0C6X7	8036875	8024496
1njr	A	Q04299	8037935	8025556
3eke	A	P0C6Y1	8063750	8063749
5hih	A	K9N638	8075150	8075149
3ew5	B	Q98VG9	8075152	8075151
2wct	C	P0C6X7	8091787	8046786
1af7	A	P07801	8037692	8025313
1ivz	A	Q9D1H1	8042515	8030136
1v33	A	O57934	8035387	8023007
1q2l	A	P05458	8032303	8019923
1inn	B	Q9RRU8	8034124	8021744
1j6x	A	Q9ZMW8	8034181	8021801
1ppj	A	P31800	8038258	8025879
1ppj	B	P23004	8038263	8025884
2fge	A	Q9LJL3	8040890	8028511
5e68	A	Q8Z4D7	8064633	8064632
1tol	A	P19934	8035781	8023401
1nj1	A	1NJ1_A	8033348	8020968
1nyr	A	Q8NW68	8037100	8024721
2cnw	D	P83749	8056571	8056570
3dmd	A	Q8U051	8056580	8056579
1v58	A	P77202	8041165	8028786
1kon	A	P0A8A0	8040530	8028151
1iye	A	P0AB80	8032201	8019821
1daa	A	P19938	8037566	8025187
4dqn	A	Q8DTW7	8062675	8062674
6gkr	C	D1CCW1	8075716	8075715
5k3w	A	A0A1S4NYF0	8096554	8096553
4o1k	A	C1L336	8082601	8082600
3las	A	Q8DVY1	8085528	8085527
4yf4	A	P9WPJ6	8085532	8085531
2a5v	B	P9WPJ9	8099066	8099065
1umg	A	F9VMT6	8040935	8028556
2qfi	A	P69380	8035908	8023528
6uw3	B	A0QTG2	8096992	8096991
1m1h	A	O67757	8043189	8030810
3ct6	A	Q9CIV6	8040293	8027914
