# 2021/11/14 - 18:08 | PDB: 45.21 | UniProt: 2021.04
SP_PRIMARY	PDB
Q86U70	2xjy;2xjz;2ypa;6tyd
Q86U86	2ktb;3g0j;3hmf;3iu5;3iu6;3k2j;3ljw;3mb4;3tlp;4q0n;4q0o;4y03;5e7d;5fh6;5fh7;5fh8;5hrv;5hrw;5hrx;5ii1;5ii2;5iid;6oxb;6zn6;6znv;6zs3;6zs4
Q86UE4	4qmg
Q86UE8	5o0y
Q86UL8	1uep;1ueq;1uew;1ujv;1wfv
Q86UR1	7cfz
Q86UR5	2css
Q86US8	2dok;2hww;2hwx;4um2
Q86UT5	2v90
Q86UT6	3un9
Q86UU0	2xb1;4up0;4up5
Q86UU9	2moc
Q86UW6	2d9i;2vkc;3bhb;3fau
Q86UW9	6ir0;6y22;6y2x;6y3j
Q86UX7	2ys3;6v97;6v9g;7c3m
Q86UY5	4urj
Q86UY6	4u9v;4u9w;7kd7;7kpu
Q86V20	6kto;6wwa;7l9p
Q86V24	5lwy;5lx9;5lxa;6ks1;6yx9;6yxd;6yxf;6yxg
Q86V25	6j4o;6j4p;6j4q;6j4s;6j4v;6qby
Q86V35	2lv7
Q86V81	3ulh
Q86V88	2wm8
Q86V97	4xc2
Q86VI3	3isu
Q86VK4	6wmi
Q86VN1	2hth;2zme;3cuq
Q86VP1	2m7q;4bmj;4nlh;4z4k;4z4m;5aas;5yt6;5z7g
Q86VP6	1u6g;4a0c
Q86VQ6	3h8q
Q86VS8	5j8e;6b9h
Q86VU5	2avd
Q86VW2	2rgn
Q86W24	4n1j;4n1k;4n1l
Q86W26	2m5v
Q86W42	7apk
Q86W47	5y7l;6v22;6v35
Q86W50	2h00;6b91;6b92;6du4;6du5;6gfk;6gfn;6gt5;6m1u
Q86W56	4a0d;4b1g;4b1h;4b1i;4b1j;5a7r;5lhb;6hh6;6hmk;6hml;6hmm;6hmn;6o9x;6o9y;6oa0;6oa1;6oa3;6oak;6oal;7kfp;7kg0;7kg1;7kg6;7kg7;7kg8
Q86WA6	2ocg;2oci;2ock;2ocl
Q86WC4	7bxu;7cq5;7cq6;7cq7;7jm7
Q86WJ1	6zhx;6zhy;7enn;7epu;7otq
Q86WT6	4nqj;6yxe
Q86WV1	1u5d
Q86WV5	4joi;6w6w
Q86WV6	4ef4;4ef5;4emt;4emu;4f5d;4f5e;4f5w;4f5y;4f9e;4f9g;4ksy;4loh;4loi;4qxo;4qxp;4qxq;4qxr;5bqx;5jej;6cff;6cy7;6dnk;6dxg;6dxl;6mx0;6mx3;6mxe;6nt5;6o8b;6o8c;6rm0;6s26;6s27;6s86;6ukm;6uku;6ukv;6ukw;6ukx;6uky;6ukz;6ul0;6xf3;6xf4;6xnp;6y99;6ydb;6ydz;6yea;6ywa;6ywb;6z0z;6z15;7kvx;7kw1
Q86WX3	7mqa
Q86X06	7d0o;7d0p;7d0q;7d0r;7d0s
Q86X55	2y1w;2y1x;4ikp;5dwq;5dx0;5dx1;5dx8;5dxa;5dxj;5u4x;6arj;6arv;6d2l;6dvr;6izq;6s70;6s71;6s74;6s77;6s79;6s7a;6s7b;6s7c
Q86X95	6zym
Q86XE0	6e8r
Q86XE3	6agi;6agj
Q86XE5	3s5n;3s5o
Q86XI6	2eef;5zt0
Q86XK2	5vmd
Q86XN8	2dgr
Q86XP0	5ixc;5iz5;5izr
Q86XR7	2m1w
Q86XR8	4l0r
Q86Y01	6y5n;6y5p
Q86Y07	2v62;5uu1;6ncg
Q86Y34	7d76;7d77
Q86Y38	6ej7;6ej8;6ej9;6eja;6ejb;6ejc;6ejd;6eje;6foa
Q86Y39	5xtc;5xtd;5xth;5xti
Q86Y78	6gbi;6ib6
Q86Y82	2dnx
Q86Y97	3rq4
Q86YC2	2w18;3eu7
Q86YD5	7fff;7ffl;7ffn
Q86YI8	3o70;3o7a
Q86YL7	3wsr;4yo0;5xcv;7c94;7cqc;7cqd
Q86YN6	3sp6;6d0y
Q86YP4	2l2l
Q86YS6	2hup
Q86YT5	7jsj;7jsk
Q86YT6	4tse;4xi6;4xi7;4xib
Q86YV5	5ve6
Q86YV6	2x4f
Q86YW5	2frg
Q86Z14	5vak;5van;5vaq;5wi9;6nfj
Q870V5	6ywe;6ywy
Q872A7	6ywe;6ywy
Q873B3	6ywe;6ywy
Q873E4	6yw5;6ywe;6ywx;6ywy
Q873J5	4xgt
Q873X9	1w9p;1w9u;1wno;2a3a;2a3b;2a3c;2a3e;2iuz;3ch9;3chc;3chd;3che;3chf
Q873Y0	2xuc;2xvn
Q874E3	2cl2;2w39;2w52;2wlq;2wne
Q874E9	2czq
Q875M0	5it7;6uz7
Q875M3	5it7;5it9;6gsm;6gsn;6uz7
Q875N2	3j80;3j81;3jam;3jap;3jaq;5it7;5it9;6fyx;6fyy;6gsm;6gsn;6uz7
Q875Q1	4uer
Q875Q2	4uer
Q877G8	3iyf;3izh;3izi;3izj;3izk;3izl;3izm;3izn;3j02;3j03;3j3x;3kfb;3kfe;3kfk;3los;3ruq;3rus;3ruv;3ruw;5w74;5w79;7r9e;7r9h;7r9i;7r9j;7r9k;7r9m;7r9o;7r9u;7rak
Q877H0	3j1b;3j1c
Q877H2	3j1e;3j1f;3ko1
Q877H3	2w2u
Q87A02	2k5r
Q87CC0	3ljs;3lki
Q87CN2	3fk8
Q87DZ3	2oai;2r8d
Q87EL2	4nex;4nf1
Q87FE3	3b79
Q87FS7	5uu6
Q87FX4	7amy
Q87GE5	3m1f;3ryl;3seo
Q87GI3	5kev;5kew
Q87GI4	5kev;5kew
Q87HB1	3c0d
Q87HD3	1zbp
Q87HP3	7cus
Q87HP4	7e90;7e92
Q87I71	2p3y;3vb9
Q87I90	3er6
Q87ID1	3i9y;3o1h;3o1i;3o1j
Q87ID2	3o1h;3o1i;3o1j
Q87IM6	2qhq;2qm2
Q87J33	3b4s;3ljl
Q87J34	2jz5
Q87J40	3h05
Q87JH9	3pwx
Q87JL7	3d8u
Q87JZ2	3u07
Q87K10	3c5m
Q87K18	3ono
Q87K41	2oyz
Q87KC5	2r39
Q87KD2	4j9u;4j9v;6v4j;6v4k;6v4l
Q87KR4	3i8n
Q87KW6	3v67
Q87LT3	2oez
Q87LX4	3h7l
Q87M69	3ck6
Q87M87	3e0k
Q87MF5	2zzs
Q87MV2	2jpq
Q87MW0	3my7
Q87MW5	3kzq
Q87NC6	2qma
Q87ND7	3bee
Q87NV8	2aca
Q87NY2	3lxq
Q87P32	3let
Q87P49	4mh6
Q87PC4	2jrm
Q87PK2	3muq
Q87PN2	3cfy
Q87Q40	2bco
Q87Q43	3hjg
Q87Q63	3bk5
Q87QN1	3cqb
Q87QX1	2od0
Q87R42	3nlc
Q87RD1	3r6m
Q87RG9	3c85
Q87RI8	2r5s
Q87RS1	2qrr
Q87RY9	2qsx
Q87SQ4	3brj
Q87SR8	2p7j;3lid;3lie
Q87T87	2qhk;4exo
Q87TC9	2w7v
Q87TF0	3b33
Q87TK1	5u1o
Q87TM9	3he0
Q87TN7	3pjz;4j9u;6v4j;6v4k;6v4l
Q87TP2	3oxn
Q87TZ9	2pag
Q87UC6	2pif
Q87UE5	4g6t;4rsx
Q87UE6	4g6t
Q87UR7	2eve
Q87UX0	2pkh
Q87VB1	6eac
Q87VX8	3lfr
Q87W03	3gn3
Q87WS9	2p0t
Q87WW0	1zun
Q87WW1	1zun
Q87X74	3o1l
Q87XG5	4p7c
Q87YZ5	6x9l
Q87Z37	5evi
Q87Z81	3cdl
Q88016	1c6v;1sip
Q88031	1qce;2ezs
Q88033	2ezr
Q880F6	3k4i
Q880M1	4isc
Q880Y1	3dty
Q880Y4	2kfp;3h9x
Q881D3	5cqf
Q881P0	3ewn
Q882E2	3bz6
Q883G8	2r5f
Q883V3	2r8r
Q88434	6v85;6v86
Q88435	4xjn;5wkn
Q884G2	3cit
Q884H9	2oda
Q884M3	3ot6
Q885L4	2jva
Q885U1	3i1j
Q885U3	3oql
Q88628	6nk7;6w09
Q88640	4ffz
Q88678	6xo4;6xob
Q886S7	3i5a
Q886T9	2ot9
Q887M8	3ic8
Q887Q3	4nk6;4nk8;4ozy;4ozz
Q887T9	3erm
Q88894	1a6c
Q888A4	3kkj
Q88992	1kpu
Q889N2	3f6w
Q88A25	4fzl;4fzm;4fzn
Q88A91	3u0j
Q88AV7	3s6j
Q88AY9	3myx
Q88B12	3vay
Q88B47	3jyl;3jyn
Q88B84	5xb0
Q88B90	3re1
Q88BC5	5iuu;5iuv;5iuw;7jso
Q88BE5	3k0t
Q88CC1	6w1g;6w1h
Q88CH6	2g2x
Q88CM1	4iw3;4j25
Q88D80	2jxi
Q88DB5	6bq9
Q88E10	2yfa;2yfb
Q88E39	2yom;3sw1;5j3w;5j4e;6gg9
Q88E47	3zds;4aq2;4aq6
Q88EB0	3f7s
Q88EQ6	2gjg;3kyf
Q88FB1	5tr3;6awa
Q88FI4	6n0i
Q88FY1	7cn3;7cnt;7cup
Q88FY2	5eow
Q88G17	2m7b
Q88GF9	5b52
Q88H28	6dll
Q88H32	1u7h;1x7d
Q88H39	3gra
Q88HJ8	6l3o;6l3p
Q88I19	2l4d
Q88IJ7	3pwz
Q88IY3	4c0w;4c0x;4c14
Q88J51	3l6d
Q88J85	4c76
Q88JB0	2yon;7a6p
Q88JH0	6zcv;6zcw
Q88JK6	6s18;6s1a;6s33;6s37;6s38;6s3b
Q88JL2	4q2b
Q88JP1	4k28
Q88JU2	3e8s
Q88JU3	5hmq
Q88JX8	5cgz
Q88K39	6wyw;6wyx;6wyy;6wyz;6wz4;6wz6;6wz8
Q88K57	6gw6
Q88K58	6gw6
Q88KH9	3rcm
Q88KV1	2itb
Q88LI9	3nrb
Q88LK7	5jtf;5wph;6m7g
Q88LL5	7pdi
Q88LS1	5nv8
Q88LV1	4h17
Q88M75	2ffi
Q88MI5	6f8s
Q88MI6	6f8s
Q88N37	1re5
Q88N39	6pca;6pcb;6pcc;6pcd
Q88N92	3mdk
Q88ND3	4o8v
Q88NF7	2h8x;2h8z;2h90
Q88NI1	6f9g
Q88NV2	6nvo;6nvp
Q88P88	6cn1
Q88P91	4fcz;5uwb
Q88PD0	4ab4;4aeo
Q88PF6	3f7x
Q88PQ6	3o74;3o75
Q88QP8	4iw3;4j0q
Q88QT2	4y7t;4y7u;4y7v
Q88QV5	1xto;3jxp;4z5y;4z5z;4z60;4z67;4z6x;6e13
Q88QX9	3hdv
Q88R07	3n0v
Q88R27	3gi7
Q88R33	2hlj
Q88RA3	3pvj;3v15;3v17
Q88RE7	3lxz;3pr8
Q88RQ5	4omu
Q88S37	3cny
Q890V3	3wgo;3wgq;3wgy;3wgz
Q89268	5byg
Q89292	6ivz;6iw5
Q892G2	2qyz
Q89399	2p6w;2p72;2p73
Q89444	6nu9
Q89462	2ic6;2ic9;5e05;5e06
Q89490	3rwi;3rwj
Q89632	1xi7;1xj1
Q89797	1f23
Q89806	6qan;6qbj
Q89933	5e4v
Q899Y1	4ar8;4ar9
Q89A01	4apw
Q89BM6	3i4s
Q89E26	3haz;4q71;4q72;4q73;6bsn
Q89F76	4i1d
Q89FH0	1tzz;2dw6;2dw7
Q89FN7	5jo9
Q89GW5	2gmn;3lvz;5ngg;5njw;5wcm
Q89IH6	2y32;4bbo
Q89M71	6g8h
Q89NG0	2ood
Q89RD2	3oqb
Q89U61	4ggr;4ggt;4ggz
Q89UC4	5bke
Q89VB6	4txo;4wbj;4wbr
Q89VT6	4h2s;4h2t;4h2u;4h2v
Q89VT8	3mey;3mf1;3mf2;3pzc;4h2s;4h2t;4h2u;4h2v;4h2w;4h2x;4h2y
Q89XR0	5gn2;5gn3;5gnw;5grk
Q89Y83	7ljn
Q89YI8	4fdt;4fdu;5cu7;5cx4
Q89YP8	7all
Q89YQ6	3ikw;3ilr;3imn;3in9;3ina
Q89YQ8	3ott;3va6
Q89YR3	6gp5;6gpa
Q89YR8	4a2l;4a2m
Q89YR9	4fnv
Q89YS0	4ak1;4ak2
Q89YS2	3ihv
Q89YS4	5jmd;5jmf
Q89YS5	5g2v
Q89YU3	3l39
Q89Z24	3dhn
Q89Z59	2okc
Q89ZB9	3mbh;3mbj
Q89ZG6	3see
Q89ZH8	3fgb
Q89ZI2	2chn;2cho;2j47;2j4g;2jiw;2vvn;2vvs;2w4x;2w66;2w67;2wca;2wzh;2wzi;2x0h;2xj7;2xm1;2xm2;4ais;4aiu;4ur9;5abe;5abf;5abg;5abh;5fky;5fl0;5fl1;5mi4;5mi5;5mi6;5mi7;7k41
Q89ZS6	1zyb
Q89ZX5	5cjz;5ck0;5ck1
Q89ZX7	5kd2;5kd5;5kd8
Q8A013	2q14
Q8A031	1wyz
Q8A045	3k11
Q8A051	5olq;5olr;5ols
Q8A066	5olp
Q8A074	4e0e
Q8A090	1ymq;2rar;2rav;2rb5;2rbk
Q8A0C5	7br2
Q8A0C7	3r67
Q8A0N1	2wvx;2wvz;2ww0;2ww1;2ww3;2wzs
Q8A0N4	3poh;6t8i;6t8k;6t8l;6tcv;6tcw;7nwf
Q8A0N7	3cgh
Q8A0P1	3hrg
Q8A0Q6	6f91;6f92
Q8A109	4acy;4acz;4ad0
Q8A169	3gza
Q8A174	4c1s
Q8A183	3mpr;4c1r
Q8A184	4mu9
Q8A185	2p0v
Q8A186	5a7v
Q8A1B4	3sgh
Q8A1C1	4het
Q8A1E9	1js1
Q8A1G2	3ck7;3ck8;3ck9;3ckb;3ckc
Q8A1G3	3k8k;3k8l;3k8m;6bs6
Q8A1H2	2hqy
Q8A1H4	5noa
Q8A1H5	5muk;5mul
Q8A1H8	6eug;6euh;6eui
Q8A1I2	3hrp
Q8A1I6	3qz4
Q8A1I7	6ex6
Q8A1J9	5msx
Q8A1K0	5xfm
Q8A1L2	1vpb
Q8A1P1	1zxo
Q8A1T7	3sd2
Q8A1U1	5xxl;5xxm;5xxn;5xxo
Q8A1V9	3ct9
Q8A1X3	3kny
Q8A1Z7	3kzt
Q8A201	4qni
Q8A204	3kya
Q8A230	3tc9
Q8A237	4jqt
Q8A267	3kk7
Q8A2B2	3vaa
Q8A2F3	3niw;4dw8;4dwo
Q8A2F6	6s21
Q8A2H2	6s20
Q8A2J3	5ngk;5ngl
Q8A2K6	5djw
Q8A2P4	3rmg
Q8A2T3	4lb8
Q8A2X6	3dec
Q8A2Z3	3i10
Q8A2Z4	4h08
Q8A2Z7	7m1b
Q8A309	2a2m;2a2o
Q8A325	6f8z;6f90
Q8A336	2i9d
Q8A377	2fg9
Q8A386	2kuc
Q8A3A5	3v9f
Q8A3I2	3f4k;3svz;3sxj;3t0i
Q8A3I4	2wvs;2wvt;2wvu;2wvv;2xib;2xii;4j27;4j28;4jfs;4jft;4jfu;4jfv;4jfw;4jl1;4jl2;4pcs;4pct;4pee;4wsj;4wsk;5hdr;5i5r;6hzy
Q8A3J3	3bzw
Q8A3J5	3nqh
Q8A3J6	5by3
Q8A3K5	4v1r;4v1s
Q8A3Q9	3kst
Q8A3U7	7m1a
Q8A3V9	3fw2
Q8A3X9	3co4;3fnd
Q8A3Z0	4xky
Q8A4E2	4qdg
Q8A4P9	4fuu;7d1d
Q8A4Q5	4dcc;4dfd;4f71;4f72
Q8A4T4	3cuc
Q8A510	4f54
Q8A545	2omk
Q8A562	3nyw
Q8A574	2l02
Q8A577	3mcx
Q8A5G6	3fq6
Q8A5G8	3qnm
Q8A5H5	5fq6;5fq7;5fq8
Q8A5H6	5fq4;5fq6;5fq7;5fq8
Q8A5H7	5fq3;5fq7;5fq8
Q8A5H8	3h3i;5fq6;5fq7;5fq8
Q8A5I0	4q69
Q8A5J2	3nrt;4n05;6uag;6uam;6ug4;6ug5;6uhi;6uhs
Q8A5N9	2wvy;2ww2
Q8A5P5	3sgg
Q8A5P6	3eyp;4oue;4ozo
Q8A5Q7	3clo
Q8A5Q8	3ddh
Q8A5Q9	2huh
Q8A5T1	3osd
Q8A5V9	3qu2;3qu4;3qu5;3qu7;3qu9;3qub;3quc;3quq;3qut;3qx7;3qxg;3qyp;3r9k
Q8A600	3hbc;6ufy
Q8A605	3hbz
Q8A611	2ess
Q8A635	3ey5
Q8A653	3fdh
Q8A6E6	4q1z
Q8A6H6	3rh3
Q8A6K8	5c0p
Q8A6L0	3a24;5e1q
Q8A6L2	4g5a
Q8A6N1	5na6;5na7;5na8
Q8A6S1	3ih5
Q8A6W3	5t3r;5t4y;6ytc;6z8i;6z9a;6zaz;6zlt;6zlu;6zm1
Q8A6W4	5lx8;5t3r;5t4y;6z8i;6z9a;6zaz;6zlt;6zlu;6zm1
Q8A6W6	6r3r;6r3u
Q8A6W9	2qhp
Q8A6X1	2x7x
Q8A712	3e81;3e84;3e8m;4hgo;4hgq;4hgr
Q8A748	4hgn
Q8A759	3r4c
Q8A789	7an1;7oqd
Q8A799	3bga
Q8A7A3	7ana;7anb
Q8A7C8	3b5q;5g2t;5g2u
Q8A7E1	2ls5
Q8A7N7	4r5o
Q8A7P4	3hlz
Q8A7T5	3snx
Q8A7U5	2fhq
Q8A7U6	2fb0
Q8A7V2	2fb6
Q8A7Y0	3kkf
Q8A860	3pvq;4r0k
Q8A861	3iji;3ijl;3ijq
Q8A866	6n9j
Q8A870	3ic7
Q8A893	4mru
Q8A8A4	3cne;4d1y
Q8A8B0	2afc;2fg1
Q8A8C7	3sb4
Q8A8D4	3gf6
Q8A8E8	2gvk
Q8A8E9	2f20
Q8A8Q1	3htn
Q8A8V5	3gf8
Q8A8X4	3ehm;3ehn
Q8A8Z5	3g6i
Q8A8Z7	5mqr;5mqs
Q8A900	6goc
Q8A905	3kzs;5msy
Q8A914	5mqo
Q8A915	5mqp
Q8A916	3cih
Q8A921	5mt2;5mui;5muj
Q8A931	5mqm;5mqn;5mwk
Q8A947	4jb3
Q8A994	3db7
Q8A9A9	3ibs
Q8A9E6	3hty
Q8A9F0	2kd7;3ggl;6oe2
Q8A9G9	2m4l
Q8A9J5	2obb
Q8A9M2	4xkm
Q8A9T8	5l20;6nag
Q8AA18	3ceu
Q8AA93	2f06
Q8AA96	4hf7
Q8AAJ0	3k85
Q8AAK6	2je8;2vjx;2vl4;2vmf;2vo5;2vot;2vqt;2vqu;2vr4;2wbk
Q8AAK9	4bbw
Q8AAM3	3hnm
Q8AAM9	4h41
Q8AAN6	4r1l;4r1m;4rvn;4rvo
Q8AAQ3	3b8b
Q8AAV8	5bs6;5dd4;5ddg;5deq
Q8AAW0	2rld
Q8AAW3	5opj;6yqh
Q8AAX3	5f7c
Q8AAZ2	4dgu
Q8AB22	3d3a;6eon
Q8AB38	3iv0
Q8AB42	3hdx
Q8AB46	6euf;6euj
Q8AB86	2mw1
Q8ABA0	4ecn
Q8ABC9	3kwk
Q8ABD0	3k13
Q8ABM6	2l3b
Q8ABY1	2k9q
Q8AKX0	2siv
Q8AV11	1mbq;2zpq
Q8AV97	1c3a
Q8AV98	1c3a
Q8AVA3	2ddb;2epf
Q8AVA4	2dda
Q8AVN9	1zu1
Q8AWD0	4bum
Q8AXH5	2i24;2i25
Q8AXI4	1sq2;1t6v
Q8AXY1	1u73;1umv;1z76;1zl7;1zlb
Q8AY12	3piv
Q8AY51	2jqp
Q8AYA3	3ubu;6xfq
Q8AYD0	3ppe
Q8AYM0	1v4u;1v4w;1v4x
Q8AYM1	1v4u;1v4w;1v4x
Q8AYW1	4c53
Q8AZ57	3kas;5w1m;6s9j
Q8AZK7	5x8n
Q8AZM0	2gef
Q8B0H2	1lg7
Q8B0H7	4owr
Q8B3M2	5g51;5g52;5l7q;5l8q
Q8B8X4	1mqt
Q8B980	3jci
Q8B9Q8	6u5o
Q8BB16	2hw0;6wdz
Q8BCA3	4rdj;4rdk;4rdl
Q8BCU3	7lbe;7lbf;7lbg
Q8BE39	5vic;6dfj
Q8BE40	4l5f
Q8BE68	3pdm
Q8BEL5	5iro
Q8BES5	6gv4
Q8BES6	5lz6
Q8BFR6	1wfe;1wys
Q8BFU0	4c99;4ufr;4ufs
Q8BG40	5lb7;5nbt;5ow5;6gzc
Q8BG62	1v65
Q8BG84	4esk;4ety
Q8BG87	5exh
Q8BGG7	2h0q;2ikq;3mbk
Q8BGL3	7d1x;7eov
Q8BGN3	5ege;5egh
Q8BGR9	1v5t
Q8BGS2	1v9j
Q8BGT1	4v2e;4yeb
Q8BGV8	4oaf;4oag;4oah;4oai
Q8BH58	5w0w;5w0x
Q8BH64	2qpt;4cid
Q8BH75	2ogb
Q8BHA3	5xaq
Q8BHB9	6ery;6erz
Q8BHJ5	5naf
Q8BHL5	6uka
Q8BHN3	5f0e;5h9o;5hjo;5hjr;5ied;5iee;5ief;5ieg;7kad;7kb6;7kb8;7kbj;7kbr
Q8BHY3	5nl2;5oyb;5oyg;6bgi;6bgj;7b5c;7b5d;7b5e
Q8BIL5	1wix
Q8BJ34	5yaa;5yad
Q8BJL0	4o66
Q8BJS4	5ed8;5ed9
Q8BK30	6g2j;6g72;6zr2;6ztq;7ak5;7ak6;7b93
Q8BL48	5elh;5elk
Q8BLQ9	3m45
Q8BLU0	4v2c;4v2d;5ftt;5ftu
Q8BM92	6cgs
Q8BME9	5h4b
Q8BMF8	4xav
Q8BND5	3t58;3t59;5d8i;5d93;5d96;6hf1
Q8BP67	6swa;7ls1;7ls2
Q8BPB0	5b5v;5b5w;5b6b
Q8BPQ7	4qxa
Q8BPZ8	6gvw
Q8BR07	4ytd
Q8BR65	2n2h;4zqa
Q8BRT1	3woz
Q8BRU4	3j82
Q8BS40	4kbr
Q8BSQ9	2yqd
Q8BT14	2cpi
Q8BTI9	2y3a;4bfr
Q8BTR5	2hcm
Q8BU91	6rtc;6rtf
Q8BUR4	2m0y
Q8BVK9	1ufn
Q8BVN3	7eeb
Q8BVZ5	5vi4
Q8BW10	2con
Q8BWP5	3w67;3w68
Q8BWR8	1vae
Q8BWY3	5dmq;5dmr
Q8BX09	2xl2;2xl3;5ov3
Q8BXA0	6f2o
Q8BYM5	7cee;7ceg
Q8BYM7	7dmp
Q8BYR2	5b6b;6j68
Q8BZT2	2cuc;2djq
Q8C0D4	6gvc
Q8C0D7	1wen;1weu
Q8C0E2	2r51;3lh8;3lh9;3lha
Q8C0J2	6sur;6y09;6zay
Q8C0L6	5lae;5lfo;5lgb;5mbx
Q8C0V1	1x58
Q8C147	3vhl;7clx;7cly
Q8C172	1x2m
Q8C1E7	7n0k;7n0l
Q8C1S0	6w1s
Q8C351	2k00
Q8C437	4eqf
Q8C4Q6	1ug7;2qz5
Q8C570	7byf
Q8C5G2	6jzc;6jzd;6jze
Q8C6E0	4zi2;4zi3
Q8C6L5	4k8v;4k96;4k97;4k98;4k99;4k9a;4k9b;4ley;4lez;4o6a;5n6i;5xzb;5xze;5xzg;6x59;6x5a;6xjd;7a08;7buj;7bum;7buq;7jo9;7joa
Q8C6P8	4gzn;4m9v
Q8C7D2	3wx1;3wx2;4tzc;4tzu;5yiz;5yj0;5yj1
Q8C863	1yiu;2jo9;2joc;5xmc
Q8C8U0	3tad
Q8C9A2	5aoy;6ozj;6ozk;6ozl;6ozm;6ozn;6ozo;6ozp;6ozq;6ozr;6ozs
Q8C9B9	1wem
Q8CB27	2kzr
Q8CBB9	5vsl;5vsm;6q2p;6q2q
Q8CCN1	2do9
Q8CCS2	7cu3
Q8CD10	6eaz
Q8CD54	6kg7
Q8CDD8	1fo0;1nan;2clz
Q8CDG1	4b9w
Q8CDI2	2rt9;5dms;5dmv
Q8CF89	4loo;4lop;4loq
Q8CF97	2mx2
Q8CFC2	2jx1;2jyd;2mf8
Q8CFE2	6m3h
Q8CFI0	1wr3;1wr4;1wr7
Q8CFN5	5f28
Q8CFR0	4qpy
Q8CG03	2k31
Q8CG47	3l51
Q8CG48	3l51
Q8CG72	2qty
Q8CG76	2c91
Q8CGC6	1x4h
Q8CGF7	1e0l;2jup;2rly;2rm0;2ysi
Q8CGP4	3x1t;3x1u
Q8CGP6	2f8n
Q8CGS2	3bgf
Q8CH02	1ug0;1x4o
Q8CHN8	3pob;3poe;3pof;3pog;3poi;3poj;5ckq
Q8CHP8	4bkm
Q8CHT0	3v9j;3v9k;3v9l;4e3x;4lgz;4lh0;4lh1;4lh2;4lh3;7mer;7mes
Q8CHV6	2aqe;2aqf;2cuj
Q8CI32	1ugo
Q8CI51	1wf7
Q8CI52	7azn
Q8CI75	4pmw
Q8CI96	1whj;1whk
Q8CIB5	5xpy;5xpz;5xq0;5xq1
Q8CIB9	6sp0
Q8CIE6	5a1u;5a1v;5a1w;5a1x;5a1y;5nzr;5nzs;5nzt;5nzu;5nzv
Q8CIH5	2dx0;2eqi
Q8CII9	4nn5;4nn6;4nn7
Q8CIS0	4i16
Q8CIV8	1wjn
Q8CIX8	2j9i
Q8CIZ8	1u0o
Q8CJ26	2ib1;6hj7
Q8CJ27	5lb7
Q8CJ67	1uhz
Q8CJ91	3zhg;4c9f;4caj
Q8CJF7	4i0o
Q8CJS4	2hyj
Q8CJW1	7lz9;7lza
Q8CK01	2qf9
Q8CK21	3bni
Q8CK55	2cjl
Q8CKU7	6c4l;6c4m
Q8CLE0	3v4h
Q8CM25	1izl;1s5l;1w5c;2axt;3kzi;4fby;4ixq;4ixr;4pbu;4pj0;4rvy;4tnh;4tni;4tnj;4tnk;4v62;4v82;5e79;5e7c;5h2f;5kaf;5kai;5mx2;5tis;5zzn;6dhe;6dhf;6dhg;6dhh;6dho;6dhp;6w1o;6w1p;6w1q;6w1r;6w1t;6w1u;6w1v;7nho;7nhp;7nhq;7rf1;7rf2;7rf3;7rf4;7rf5;7rf6;7rf7;7rf8
Q8CM62	4tqx
Q8CML1	2i9x;2i9z
Q8CNK1	3no6
Q8CQ17	4ixa
Q8CQL3	3d3q
Q8CST0	6k6w
Q8CST1	5yjj
Q8CT16	6k6s
Q8CTG7	3bwv
Q8CVD0	6t85;6t86;6t87;6t88
Q8CVI4	2vda
Q8CVW1	2xe1
Q8CWB9	3qs2;3qs3
Q8CWK6	6vpu
Q8CWN2	7jj8;7jj9;7jja;7jjb
Q8CWU3	1n7q
Q8CWX6	2nq5;3l7r;3t0c
Q8CY83	5ufy;5ug1
Q8CYC9	4mr0
Q8CYK3	3nz3
Q8CZ42	2fi0
Q8CZ52	3gdb
Q8CZL0	5vdn
Q8D027	6b2x;6b2y
Q8D072	5kws
Q8D0F9	3s52
Q8D0L3	4g9h;4gci
Q8D0S5	3gse
Q8D0U0	3nrs;3pyz
Q8D0Z7	2n2l;2n2m;3qra;3qrc
Q8D151	4r4u
Q8D1I4	4jp5
Q8D8W6	5izn
Q8D9M7	4db3
Q8DAP0	7ct8;7ct9;7cta
Q8DBF5	5kqo;5krr;5krv;5kry;5ks1
Q8DCF5	3upd;4h31;4jfr;4jhx;4jqo;4kwt
Q8DCQ8	5tv2
Q8DEC2	4e0b
Q8DEM0	5tej;5tem;5ten;5us6
Q8DF91	3mve;3our
Q8DG54	2c41
Q8DG60	2y6x;7nhp
Q8DGB4	1jb0;3pcq;4fe1;5zf0;6lu1;6pfy;6pgk;6tra;6trc;6trd;7bw2
Q8DGC6	2xdq
Q8DGH2	2xdq
Q8DGS1	2j82;2j86;2xzv;2y09;5d2u;5iti
Q8DH45	2j7v;2j8y;2j9o;2jbf
Q8DH84	2xb3
Q8DHA2	3zsu
Q8DHA7	1s5l;2axt;3kzi;4fby;4ixq;4ixr;4pbu;4pj0;4rvy;4tnh;4tni;4tnj;4tnk;4v62;4v82;5e79;5e7c;5kaf;5kai;5mx2;5tis;5zzn;6dhe;6dhf;6dhg;6dhh;6dho;6dhp;6w1o;6w1p;6w1q;6w1r;6w1t;6w1u;6w1v;7nho;7nhp;7nhq;7rf1;7rf2;7rf3;7rf4;7rf5;7rf6;7rf7;7rf8
